reference_no,study_number,mix_number,author,year,specimen_code,Cement (kg/m3),fly_ash_kg_m3,ggbfs_kg_m3,silica_fume_kg_m3,kaolin_kgm3,other_scm1_kg_m3,other_scm1_type,other_scm2_kg_m3,other_scm2_type,nca_kg_m3,rca_kg_m3,nfa_kg_m3,rca_volume_ratio_%,water_kg_m3,added_water_kg_m3,superplasticizer_kg_m3,water_eff_kg_m3,wbr_total,b_coarseagg_ratio,binder_fineagg_ratio,nca1_sg,nca1_nms_mm,nca1_material_type,nca1_crushing_index_pct,nca1_la_abrasion_pct,nca1_fineness_modulus,nca1_w_abs_pct,nca2_sg,nca2_nms_mm,nca2_material_type,nca2_crushing_index_pct,nca2_la_abrasion_pct,nca2_fineness_modulus,nca2_w_abs_pct,rca1_sg,rca1_nms_mm,rca1_material_type,rca1_crushing_index_pct,rca1_la_abrasion_pct,rca1_fineness_modulus,rca1_w_abs_pct,rca2_sg,rca2_nms_mm,rca2_material_type,rca2_crushing_index_pct,rca2_la_abrasion_pct,rca2_fineness_modulus,rca2_w_abs_pct,nfa1_sg,nfa1_nms_mm,nfa1_material_type,nfa1_crushing_index_pct,nfa1_la_abrasion_pct,nfa1_fineness_modulus,nfa1_w_abs_pct,nfa2_sg,nfa2_nms_mm,nfa2_material_type,nfa2_crushing_index_pct,nfa2_la_abrasion_pct,nfa2_fineness_modulus,nfa2_w_abs_pct,reactivity_modulus,silica_modulus,alumina_modulus,cube_dimension,fc_cube_1d_mpa,fc_cube_3d_mpa,fc_cube_7d_mpa,fc_cube_14d_mpa,fc_cube_21d_mpa,fc_cube_28d_mpa,fc_cube_56d_mpa,fc_cube_90d_mpa,fc_cube_180d_mpa,cyl_dia_mm,cyl_height_mm,fc_cyl_1d_mpa,fc_cyl_3d_mpa,fc_cyl_7d_mpa,fc_cyl_14d_mpa,fc_cyl_21d_mpa,fc_cyl_28d_mpa,fc_cyl_56d_mpa,fc_cyl_90d_mpa,fc_cyl_180d_mpa
[44],1,46,Kou ,2006,R20,400,0,,,,,,,,886,215,708,20%,180,,,180,0.45,0.36,0.56,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,3.723610403,1.841314554,2.207831325,100,23.6,43.2,51.2,,,62.4,,68,,,,,,,,,,,,
[44],1,47,Kou ,2006,R50,400,0,,,,,,,,554,538,708,50%,180,,,180,0.45,0.37,0.56,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,3.723610403,1.841314554,2.207831325,100,21.1,40.3,49.8,,,56.8,,61.5,,,,,,,,,,,,
[44],1,48,Kou ,2006,R100,400,0,,,,,,,,0,1075,708,100%,180,,,180,0.45,0.37,0.56,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,3.723610403,1.841314554,2.207831325,100,15.5,26.8,36.2,,,52.1,,57.2,,,,,,,,,,,,
[44],1,49,Kou ,2006,a-R0,375,125,,,,,,,,1040,0,665,0%,180,,,180,0.36,0.48,0.75,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,24.7,45.5,53.5,,,70.1,,85.2,,,,,,,,,,,,
[44],1,50,Kou ,2006,a-R20F25,375,125,,,,,,,,802,202,665,20%,180,,,180,0.36,0.5,0.75,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,24.1,45.1,52,,,67.3,,80.2,,,,,,,,,,,,
[44],1,51,Kou ,2006,a-R50F25,375,125,,,,,,,,520,504,665,50%,180,,,180,0.36,0.49,0.75,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,23.2,44.9,49.7,,,63.4,,74.4,,,,,,,,,,,,
[44],1,52,Kou ,2006,a-R100F25,375,125,,,,,,,,0,1009,665,100%,180,,,180,0.36,0.5,0.75,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,21.5,42.8,47.1,,,61.1,,70.9,,,,,,,,,,,,
[44],1,53,Kou ,2006,R0,400,0,,,,,,,,1140,0,729,0%,160,,,160,0.4,0.35,0.55,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,3.723610403,1.841314554,2.207831325,100,30.8,49.4,57.1,,,72.3,,78.1,,,,,,,,,,,,
[44],1,54,Kou ,2006,R20,400,0,,,,,,,,912,221,729,20%,160,,,160,0.4,0.35,0.55,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,3.723610403,1.841314554,2.207831325,100,28.6,47.6,55.2,,,69.6,,75.2,,,,,,,,,,,,
[44],1,55,Kou ,2006,R50,400,0,,,,,,,,570,554,729,50%,160,,,160,0.4,0.36,0.55,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,3.723610403,1.841314554,2.207831325,100,25.3,45.1,53.3,,,65.3,,71.6,,,,,,,,,,,,
[44],1,56,Kou ,2006,R100,400,0,,,,,,,,0,1107,729,100%,160,,,160,0.4,0.36,0.55,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,3.723610403,1.841314554,2.207831325,100,21.5,36.4,45.4,,,58.5,,64.5,,,,,,,,,,,,
[44],1,57,Kou ,2006,a-R0,375,125,,,,,,,,685,1071,500,0%,160,,,160,0.32,0.28,1,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,27.4,53.3,59.3,,,76.7,,82.1,,,,,,,,,,,,
[44],1,58,Kou ,2006,a-R20F25,375,125,,,,,,,,214,208,685,20%,160,,,160,0.32,1.18,0.73,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,23.6,50.1,57.2,,,73.9,,81.4,,,,,,,,,,,,
[44],1,59,Kou ,2006,a-R50F25,375,125,,,,,,,,536,520,685,50%,160,,,160,0.32,0.47,0.73,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,22.1,48.7,54.4,,,70.1,,80.1,,,,,,,,,,,,
[44],1,60,Kou ,2006,a-R100F25,375,125,,,,,,,,0,1040,685,100%,160,,,160,0.32,0.48,0.73,2.62,20,Crushed granite,,,,1.11,,,,,,,,2.58,20,C&D waste,,,,3.52,2.49,10,C&D waste,,,,4.26,2.63,,River sand,,,,0.88,,,,,,,,2.953035325,1.765999695,3.287491814,100,20.9,45.4,50.9,,,68.7,,82.6,,,,,,,,,,,,
[45],2,61,Kou et al.,2007,R0 F25-I,300,102.5,,,,,,,,"1,108",0,688,0%,180,,6.776,185,0.46,0.36,0.59,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.938676783,1.765092447,3.304945545,100,17.6,32.6,39.9,,,54.4,,69,,,,,,,,,,,,
[45],2,62,Kou et al.,2007,R20F25-I,300,102.5,,,,,,,,886,215,688,20%,180,,6.776,185,0.46,0.37,0.59,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.938676783,1.765092447,3.304945545,100,13.2,28.9,34.1,,,49.7,,68.7,,,,,,,,,,,,
[45],2,63,Kou et al.,2007,R50F25-I,300,102.5,,,,,,,,554,538,688,50%,180,,6.776,185,0.46,0.37,0.59,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.938676783,1.765092447,3.304945545,100,11.6,25.7,31.3,,,44.3,,65.2,,,,,,,,,,,,
[45],2,64,Kou et al.,2007,R100F25-I,300,102.5,,,,,,,,0,"1,075",688,100%,180,,6.776,185,0.46,0.37,0.59,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.938676783,1.765092447,3.304945545,100,11.1,21.4,28.6,,,39.5,,52.3,,,,,,,,,,,,
[45],2,65,Kou et al.,2007,R0 F35-I,260,140,,,,,,,,"1,108",0,668,0%,180,,6.776,185,0.46,0.36,0.6,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,12.8,25.6,30.6,,,45.9,,56.6,,,,,,,,,,,,
[45],2,66,Kou et al.,2007,R20F35-I,260,140,,,,,,,,886,215,668,20%,180,,6.776,185,0.46,0.36,0.6,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,11.6,23,628.5,,,43.6,,55.8,,,,,,,,,,,,
[45],2,67,Kou et al.,2007,R50F35-I,260,140,,,,,,,,554,538,668,50%,180,,6.776,185,0.46,0.37,0.6,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,10.9,21.2,26.3,,,40.4,,52.3,,,,,,,,,,,,
[45],2,68,Kou et al.,2007,R100F35-I,260,140,,,,,,,,0,"1,075",668,100%,180,,6.776,185,0.46,0.37,0.6,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,9.9,20.5,25.3,,,38.3,,50.9,,,,,,,,,,,,
[45],2,69,Kou et al.,2007,R0 F25-II,307.5,102.5,,,,,,,,"1,048",0,611,0%,225,,,225,0.55,0.39,0.67,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,12.1,22.8,28.6,,,43.6,,57.9,,,,,,,,,,,,
[45],2,70,Kou et al.,2007,R20F25-II,307.5,102.5,,,,,,,,840,204,611,20%,225,,,225,0.55,0.39,0.67,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,11.5,24.3,32.8,,,42.8,,57.3,,,,,,,,,,,,
[45],2,71,Kou et al.,2007,R50F25-II,307.5,102.5,,,,,,,,524,506,611,50%,225,,,225,0.55,0.4,0.67,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,11.1,22.9,30.4,,,41.7,,53.4,,,,,,,,,,,,
[45],2,72,Kou et al.,2007,R100F25-II,307.5,102.5,,,,,,,,0,"1,017",611,100%,225,,,225,0.55,0.4,0.67,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,9.4,19.1,25.1,,,36.8,,50.1,,,,,,,,,,,,
[45],2,73,Kou et al.,2007,R0 F35-II,266.5,143.5,,,,,,,,"1,048",0,598,0%,225,,,225,0.55,0.39,0.69,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,7.7,16.6,22.5,,,40.7,,47.8,,,,,,,,,,,,
[45],2,74,Kou et al.,2007,R20F35-II,266.5,143.5,,,,,,,,840,204,598,20%,225,,,225,0.55,0.39,0.69,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,6.6,16.4,20.9,,,41,,46.6,,,,,,,,,,,,
[45],2,75,Kou et al.,2007,R50F35-II,266.5,143.5,,,,,,,,524,506,598,50%,225,,,225,0.55,0.4,0.69,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,5.9,15.2,20.4,,,37.1,,43.2,,,,,,,,,,,,
[45],2,76,Kou et al.,2007,R100F35-II,266.5,143.5,,,,,,,,0,"1,017",598,100%,225,,,225,0.55,0.4,0.69,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.644805293,1.748800558,3.644466575,100,4.8,14.6,19.4,,,25.2,,37.4,,,,,,,,,,,,
[46],3,77,Poon et al. ,2007,R0,410,,,,,,,,,1048,0,642,0%,225,,,225,0.55,0.39,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,,25.1,30.2,,,48.6,,52.7,,,,,,,,,,,,
[46],3,78,Poon et al. ,2007,R20,410,,,,,,,,,840,204,642,20%,225,,,225,0.55,0.39,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,,23.2,29.1,,,45.3,,50.8,,,,,,,,,,,,
[46],3,79,Poon et al. ,2007,R50,410,,,,,,,,,524,506,642,50%,225,,,225,0.55,0.4,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,,21.6,27.6,,,42.5,,49.5,,,,,,,,,,,,
[46],3,80,Poon et al. ,2007,R80,410,,,,,,,,,210,814,642,80%,225,,,225,0.55,0.4,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,,19.1,25.3,,,39.2,,47.6,,,,,,,,,,,,
[46],3,81,Poon et al. ,2007,R100,410,,,,,,,,,0,1017,642,100%,225,,,225,0.55,0.4,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,,17.9,23.4,,,37.1,,45.5,,,,,,,,,,,,
[46],3,82,Poon et al. ,2007,R0F25,307.5,102.5,,,,,,,,1048,0,628,0%,225,,,225,0.55,0.39,0.65,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,,21.4,26.4,,,47.1,,57.9,,,,,,,,,,,,
[46],3,83,Poon et al. ,2007,R20F25,307.5,102.5,,,,,,,,840,204,628,20%,225,,,225,0.55,0.39,0.65,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,,19.2,24.8,,,43.8,,57.3,,,,,,,,,,,,
[46],3,84,Poon et al. ,2007,R50F25,307.5,102.5,,,,,,,,524,506,628,50%,225,,,225,0.55,0.4,0.65,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,,17.2,22.9,,,42.8,,53.4,,,,,,,,,,,,
[46],3,85,Poon et al. ,2007,R80F25,307.5,102.5,,,,,,,,210,814,628,80%,225,,,225,0.55,0.4,0.65,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,,15.9,20.1,,,38.9,,52.8,,,,,,,,,,,,
[46],3,86,Poon et al. ,2007,R100F25,307.5,102.5,,,,,,,,0,1017,628,100%,225,,,225,0.55,0.4,0.65,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,,,,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,,13.2,19.7,,,36.7,,50.1,,,,,,,,,,,,
[47],4,87,Ann et al.,2008,Control,380,,,,,,,,,1055,,787,0%,171,,,171,0.45,0.36,0.48,2.63,25,Granite,,,6.95,0.73,,,,,,,,2.48,25,C&D waste,,,6.65,4.25,,,,,,,,2.67,,River sand,,,,,,,,,,,,3.453658537,2.204301075,2.206896552,,,,,,,,,,,100,200,,,17.2625,,,23.9732,,26.7774,30.3256
[47],4,88,Ann et al.,2008,Recycled-OPC,380,,,,,,,,,1055,,787,100%,171,,,171,0.45,0.36,0.48,2.63,25,Granite,,,6.95,0.73,,,,,,,,2.48,25,C&D waste,,,6.65,4.25,,,,,,,,2.67,,River sand,,,,,,,,,,,,3.453658537,2.204301075,2.206896552,,,,,,,,,,,100,200,,,15.4019,,,21.7408,,25.1029,26.5115
[47],4,89,Ann et al.,2008,Recycled-30% PFA,266,114,,,,,,,,,1055,787,100%,171,,,171,0.45,0.36,0.48,2.63,25,Granite,,,6.95,0.73,,,,,,,,2.48,25,C&D waste,,,6.65,4.25,,,,,,,,2.67,,River sand,,,,,,,,,,,,2.562215521,1.914959652,2.039622642,,,,,,,,,,,100,200,,,14.9369,,,21.3687,,25.4751,31.3488
[47],4,90,Ann et al.,2008,Recycled-65% GGBS,133,,247,,,,,,,,1055,787,100%,171,,,171,0.45,0.36,0.48,2.63,25,Granite,,,6.95,0.73,,,,,,,,2.48,25,C&D waste,,,6.65,4.25,,,,,,,,2.67,,River sand,,,,,,,,,,,,1.979368723,2.788737864,7.38762215,,,,,,,,,,,100,200,,,14.3787,,,19.5083,,27.7075,32.4651
[48],5,91,Kou et al.,2008,R0-I,410,,,,,,,,,1048,0,642,0%,225,,,225,0.55,0.39,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,12.8,23.3,30.2,,,48.6,,52.7,,,,,,,,,,,,
[48],5,92,Kou et al.,2008,R20-I,410,,,,,,,,,840,204,642,20%,225,,,225,0.55,0.39,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,11.9,22.4,29.1,,,45.3,,50.8,,,,,,,,,,,,
[48],5,93,Kou et al.,2008,R50-I,410,,,,,,,,,524,506,642,50%,225,,,225,0.55,0.4,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,11.6,21.8,27.6,,,42.5,,49.5,,,,,,,,,,,,
[48],5,94,Kou et al.,2008,R100-I,410,,,,,,,,,0,1017,642,100%,225,,,225,0.55,0.4,0.64,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,10.2,18.6,24.4,,,38.1,,45.5,,,,,,,,,,,,
[48],5,95,Kou et al.,2008,R0 F25-I,384.375,128.125,,,,,,,,992,0,582,0%,225,,,225,0.44,0.52,0.88,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,15.6,30.4,38.8,,,52.9,,68.8,,,,,,,,,,,,
[48],5,96,Kou et al.,2008,R20F25-I,384.375,128.125,,,,,,,,794,193,582,20%,225,,,225,0.44,0.52,0.88,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,14.8,29.5,37.9,,,50.1,,65.9,,,,,,,,,,,,
[48],5,97,Kou et al.,2008,R50F25-I,384.375,128.125,,,,,,,,496,482,582,50%,225,,,225,0.44,0.52,0.88,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,14.1,28.4,37,,,48.1,,63.7,,,,,,,,,,,,
[48],5,98,Kou et al.,2008,R100F25-I,384.375,128.125,,,,,,,,0,963,582,100%,225,,,225,0.44,0.53,0.88,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,16.3,29,36.3,,,45.3,,65.4,,,,,,,,,,,,
[48],5,99,Kou et al.,2008,R0-II,410,,,,,,,,,1081,0,662,0%,205,,,205,0.5,0.38,0.62,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,20.5,36.2,42.8,,,54.1,,57.6,,,,,,,,,,,,
[48],5,100,Kou et al.,2008,R20-II,410,,,,,,,,,865,210,662,20%,205,,,205,0.5,0.38,0.62,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,18.5,35.5,39.2,,,51.7,,55.8,,,,,,,,,,,,
[48],5,101,Kou et al.,2008,R50-II,410,,,,,,,,,541,525,662,50%,205,,,205,0.5,0.38,0.62,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,16.7,31.1,38.4,,,47.1,,53.6,,,,,,,,,,,,
[48],5,102,Kou et al.,2008,R100-II,410,,,,,,,,,0,1049,662,100%,205,,,205,0.5,0.39,0.62,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,13.9,23.1,31.8,,,43.4,,50.7,,,,,,,,,,,,
[48],5,103,Kou et al.,2008,R0 F25-II,384.375,128.125,,,,,,,,1009,0,618,0%,205,,2.178,206,0.4,0.51,0.83,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,22.5,37.6,43,,,57.6,,72.8,,,,,,,,,,,,
[48],5,104,Kou et al.,2008,R20F25-II,384.375,128.125,,,,,,,,802,196,618,20%,205,,2.178,206,0.4,0.51,0.83,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,21,35.4,42.2,,,55.8,,71.4,,,,,,,,,,,,
[48],5,105,Kou et al.,2008,R50F25-II,384.375,128.125,,,,,,,,505,489,618,50%,205,,2.178,206,0.4,0.52,0.83,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,20,34.7,41.9,,,52.5,,71,,,,,,,,,,,,
[48],5,106,Kou et al.,2008,R100F25-II,384.375,128.125,,,,,,,,0,979,618,100%,205,,2.178,206,0.4,0.52,0.83,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,2.953035325,1.765999695,3.287491814,100,16.5,33.5,39.5,,,51.2,,71.5,,,,,,,,,,,,
[48],5,107,Kou et al.,2008,R0-III,400,,,,,,,,,1108,0,708,0%,180,,6.776,184,0.46,0.36,0.56,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,25.8,45.8,53.7,,,66.8,,72.3,,,,,,,,,,,,
[48],5,108,Kou et al.,2008,R20-III,400,,,,,,,,,886,215,708,20%,180,,6.776,184,0.46,0.36,0.56,2.62,20,Granite,,,,1.12,2.62,10,Granite,,,,1.11,2.49,10,C&D waste,,,,4.26,2.53,20,C&D waste,,,,3.52,2.63,,River sand,,,,,,,,,,,,3.723610403,1.841314554,2.207831325,100,23.6,43.2,51.2,,,62.4,,68,,,,,,,,,,,,
