item number,reference number,mix_name_ref,binder(s),cement type,cemen_strength_class,clinker content,cement content,scm1 type,scm1 content (kg/m3),scm2 type,scm2 content (kg/m3),water content (kg/m3),water binder ratio,admixture1_type,admixture1_kgm3,admixture2_type,admixture2_kgm3,fcm. cube 150. wet curing (28 d)
187,F7038,B 3512C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,140,GGBFS,140,,0,168,0.6,,0,,0,19.872
188,F7038,B 3611A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,46.552
189,F7038,B 3611B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,36.8
190,F7038,B 3611C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,30.268
191,F7038,B 3612A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,185,GGBFS,185,,0,168,0.45,,0,,0,39.192
192,F7038,B 3612B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,160,GGBFS,160,,0,168,0.53,,0,,0,32.66
193,F7038,B 3612C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,140,GGBFS,140,,0,168,0.6,,0,,0,26.68
194,F7038,BW 6000A,CEM III/A,CEM III/A,32.5N,0.488,370,,0,,0,168,0.45,,0,,0,49.772
195,F7038,BW 6000B,CEM III/A,CEM III/A,32.5N,0.488,315,,0,,0,168,0.53,,0,,0,36.145
196,F7038,BW 6000C,CEM III/A,CEM III/A,32.5N,0.488,275,,0,,0,168,0.61,,0,,0,33.58
197,F7038,B 6111A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,280,GGBFS,93,,0,168,0.45,,0,,0,47.656
198,F7038,B 6111B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,240,GGBFS,80,,0,168,0.53,,0,,0,36.432
199,F7038,B 6111C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,210,GGBFS,70,,0,168,0.6,,0,,0,32.568
200,F7038,B 6112A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,185,GGBFS,185,,0,168,0.45,,0,,0,43.516
201,F7038,B 6112B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,160,GGBFS,160,,0,168,0.53,,0,,0,34.96
202,F7038,B 6112C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,140,GGBFS,140,,0,168,0.6,,0,,0,27.784
203,F7038,B 6311A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,280,GGBFS,93,,0,168,0.45,,0,,0,45.08
204,F7038,B 6311B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,240,GGBFS,80,,0,168,0.53,,0,,0,35.144
205,F7038,B 6311C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,210,GGBFS,70,,0,168,0.6,,0,,0,27.784
206,F7038,B 6312A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,185,GGBFS,185,,0,168,0.45,,0,,0,36.432
207,F7038,B 6312B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,160,GGBFS,160,,0,168,0.53,,0,,0,28.796
208,F7038,B 6312C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,140,GGBFS,140,,0,168,0.6,,0,,0,23.184
209,F7038,B 6511A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,280,GGBFS,93,,0,168,0.45,,0,,0,40.204
210,F7038,B 6511B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,240,GGBFS,80,,0,168,0.53,,0,,0,32.016
211,F7038,B 6511C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,210,GGBFS,70,,0,168,0.6,,0,,0,24.288
212,F7038,B 6512A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,185,GGBFS,185,,0,168,0.45,,0,,0,31.74
213,F7038,B 6512B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,160,GGBFS,160,,0,168,0.53,,0,,0,23.368
214,F7038,B 6512C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,140,GGBFS,140,,0,168,0.6,,0,,0,19.872
215,F7038,B 6611A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,280,GGBFS,93,,0,168,0.45,,0,,0,43.332
216,F7038,B 6611B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,240,GGBFS,80,,0,168,0.53,,0,,0,34.132
217,F7038,B 6611C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,210,GGBFS,70,,0,168,0.6,,0,,0,29.808
218,F7038,B 6612A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,185,GGBFS,185,,0,168,0.45,,0,,0,35.788
219,F7038,B 6612B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,160,GGBFS,160,,0,168,0.53,,0,,0,29.532
220,F7038,B 6612C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,140,GGBFS,140,,0,168,0.6,,0,,0,21.804
221,F7037,B1000gA,CEM I,CEM I,32.5R,1,335,,0,,0,168,0.5,,0,,0,42.78
222,F7037,B1000gB,CEM I,CEM I,32.5R,1,280,,0,,0,168,0.6,,0,,0,31.587
223,F7037,B1000gC,CEM I,CEM I,32.5R,1,240,,0,,0,168,0.7,,0,,0,27.048
224,F7037,BW1000A,CEM I,CEM I,32.5R,1,370,,0,,0,168,0.45,,0,,0,49.68
225,F7037,BW1000B,CEM I,CEM I,32.5R,1,315,,0,,0,168,0.53,,0,,0,39.529
226,F7037,BW1000C,CEM I,CEM I,32.5R,1,275,,0,,0,168,0.61,,0,,0,30.636
227,F7037,B1111A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,52.072
228,F7037,B1111B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,41.124
229,F7037,B1111C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,31.74
230,F7037,B1121gA,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,51.796
231,F7037,B1121gB,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,41.799
232,F7037,B1121gC,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,34.868
233,F7037,B1122gA,CEM I with GGBFS,CEM I,32.5R,1,185,GGBFS,185,,0,168,0.45,,0,,0,51.152
234,F7037,B1122gB,CEM I with GGBFS,CEM I,32.5R,1,160,GGBFS,160,,0,168,0.53,,0,,0,46.521
235,F7037,B1122gC,CEM I with GGBFS,CEM I,32.5R,1,140,GGBFS,140,,0,168,0.6,,0,,0,34.868
236,F7037,B1124gA,CEM I with GGBFS,CEM I,32.5R,1,120,GGBFS,240,,0,168,0.47,,0,,0,46.644
237,F7037,B1124gB,CEM I with GGBFS,CEM I,32.5R,1,105,GGBFS,210,,0,168,0.53,,0,,0,39.805
238,F7037,B1124gC,CEM I with GGBFS,CEM I,32.5R,1,90,GGBFS,180,,0,168,0.62,,0,,0,34.316
239,F7037,B1131A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,60.168
240,F7037,B1131B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,48.791
241,F7037,B1131C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,39.652
242,F7037,B1211A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,53.82
243,F7037,B1211B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,36.34
244,F7037,B1211C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,31.065
245,F7037,B1221A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,50.784
246,F7037,B1221B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,42.535
247,F7037,B1221C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,37.26
248,F7037,B1231A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,56.151
249,F7037,B1231B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,47.687
250,F7037,B1231C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,38.701
251,F7037,B1321A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,55.936
252,F7037,B1321B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,39.775
253,F7037,B1321C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,33.672
254,F7037,B1331A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,58.972
255,F7037,B1331B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,42.228
256,F7037,B1331C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,38.732
257,F7037,B2000A,CEM I,CEM I,42.5R,1,335,,0,,0,168,0.5,,0,,0,53.636
258,F7037,B2000B,CEM I,CEM I,42.5R,1,280,,0,,0,168,0.6,,0,,0,44.252
259,F7037,B2000C,CEM I,CEM I,42.5R,1,240,,0,,0,168,0.7,,0,,0,35.42
260,F7037,BW2000A,CEM I,CEM I,42.5R,1,370,,0,,0,168,0.45,,0,,0,57.285
261,F7037,BW2000B,CEM I,CEM I,42.5R,1,315,,0,,0,168,0.53,,0,,0,49.588
262,F7037,BW2000C,CEM I,CEM I,42.5R,1,275,,0,,0,168,0.61,,0,,0,40.756
263,F7037,B2121A,CEM I with GGBFS,CEM I,42.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,60.444
264,F7037,B2121B,CEM I with GGBFS,CEM I,42.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,50.753
265,F7037,B2121C,CEM I with GGBFS,CEM I,42.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,42.872
266,F7037,B3000A,CEM II/BS,CEM II/BS,32.5R,0.724,335,,0,,0,168,0.5,,0,,0,45.908
267,F7037,B3000B,CEM II/BS,CEM II/BS,32.5R,0.724,280,,0,,0,168,0.6,,0,,0,34.316
268,F7037,B3000C,CEM II/BS,CEM II/BS,32.5R,0.724,240,,0,,0,168,0.7,,0,,0,26.312
269,F7037,B3121A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,54.648
270,F7037,B3121B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,44.375
271,F7037,B3121C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,36.34
272,F7037,B3122A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,185,GGBFS,185,,0,168,0.45,,0,,0,52.624
273,F7037,B3122B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,160,GGBFS,160,,0,168,0.53,,0,,0,38.763
274,F7037,B3122C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,140,GGBFS,140,,0,168,0.6,,0,,0,35.696
275,F7037,B3125A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,106,GGBFS,265,,0,168,0.45,,0,,0,40.756
276,F7037,B3125B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,92,GGBFS,230,,0,168,0.52,,0,,0,32.139
277,F7037,B3125C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,80,GGBFS,200,,0,168,0.6,,0,,0,26.864
278,F7037,B3131A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,56.212
279,F7037,B3131B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,44.896
280,F7037,B3131C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,39.1
281,F7037,B3211A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,51.06
282,F7037,B3211B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,36.34
283,F7037,B3211C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,30.544
284,F7037,B3221A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,52.44
285,F7037,B3221B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,41.707
286,F7037,B3221C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,36.432
287,F7037,B3231A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,73.048
288,F7037,B3231B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,46.031
289,F7037,B3231C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,39.192
290,F7037,B3321A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,49.588
291,F7037,B3321B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,39.376
292,F7037,B3321C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,27.6
293,F7037,B3331A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,51.06
294,F7037,B3331B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,42.167
295,F7037,B3331C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,32.936
296,F7037,B4000A,CEM II/ALL,CEM II/ALL,32.5R,0.825,335,,0,,0,168,0.5,,0,,0,45.816
297,F7037,B4000B,CEM II/ALL,CEM II/ALL,32.5R,0.825,280,,0,,0,168,0.6,,0,,0,32.476
298,F7037,B4000C,CEM II/ALL,CEM II/ALL,32.5R,0.825,240,,0,,0,168,0.7,,0,,0,28.428
299,F7037,BW4000A,CEM II/ALL,CEM II/ALL,32.5R,0.825,370,,0,,0,168,0.45,,0,,0,49.956
300,F7037,BW4000B,CEM II/ALL,CEM II/ALL,32.5R,0.825,315,,0,,0,168,0.53,,0,,0,40.388
301,F7037,BW4000C,CEM II/ALL,CEM II/ALL,32.5R,0.825,275,,0,,0,168,0.61,,0,,0,31.924
302,F7037,B4121A,CEM II/ALL with GGBFS,CEM II/ALL,32.5R,0.825,280,GGBFS,93,,0,168,0.45,,0,,0,55.108
303,F7037,B4121B,CEM II/ALL with GGBFS,CEM II/ALL,32.5R,0.825,240,GGBFS,80,,0,168,0.53,,0,,0,43.393
304,F7037,B4121C,CEM II/ALL with GGBFS,CEM II/ALL,32.5R,0.825,210,GGBFS,70,,0,168,0.6,,0,,0,38.272
305,F7037,B5000A,CEM II/BM (SLL),CEM II/BM (SLL),32.5R,0.686,335,,0,,0,168,0.5,,0,,0,46.828
306,F7037,B5000B,CEM II/BM (SLL),CEM II/BM (SLL),32.5R,0.686,280,,0,,0,168,0.6,,0,,0,37.72
307,F7037,B5000C,CEM II/BM (SLL),CEM II/BM (SLL),32.5R,0.686,240,,0,,0,168,0.7,,0,,0,27.6
308,F7037,BW5000A,CEM II/BM (SLL),CEM II/BM (SLL),32.5R,0.686,370,,0,,0,168,0.45,,0,,0,48.944
309,F7037,BW5000B,CEM II/BM (SLL),CEM II/BM (SLL),32.5R,0.686,315,,0,,0,168,0.53,,0,,0,40.94
310,F7037,BW5000C,CEM II/BM (SLL),CEM II/BM (SLL),32.5R,0.686,275,,0,,0,168,0.61,,0,,0,33.028
311,F7037,B5121A,CEM II/BM (SLL) with GGBFS,CEM II/BM (SLL),32.5R,0.686,280,GGBFS,93,,0,168,0.45,,0,,0,55.844
312,F7037,B5121B,CEM II/BM (SLL) with GGBFS,CEM II/BM (SLL),32.5R,0.686,240,GGBFS,80,,0,168,0.53,,0,,0,42.412
313,F7037,B5121C,CEM II/BM (SLL) with GGBFS,CEM II/BM (SLL),32.5R,0.686,210,GGBFS,70,,0,168,0.6,,0,,0,37.996
314,F7037,B6000A,CEM III/A,CEM III/A,32.5N,0.488,335,,0,,0,168,0.5,,0,,0,42.412
315,F7037,B6000B,CEM III/A,CEM III/A,32.5N,0.488,280,,0,,0,168,0.6,,0,,0,36.003
316,F7037,B6000C,CEM III/A,CEM III/A,32.5N,0.488,240,,0,,0,168,0.7,,0,,0,26.128
317,F7037,B6121A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,280,GGBFS,93,,0,168,0.45,,0,,0,49.312
318,F7037,B6121B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,240,GGBFS,80,,0,168,0.53,,0,,0,40.603
319,F7037,B6121C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,210,GGBFS,70,,0,168,0.6,,0,,0,32.476
320,F7037,B6123A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,147,GGBFS,220,,0,168,0.46,,0,,0,44.068
321,F7037,B6123B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,127,GGBFS,190,,0,168,0.53,,0,,0,29.808
322,F7037,B6123C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,110,GGBFS,165,,0,168,0.61,,0,,0,29.164
323,F7037,B6131A,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,280,GGBFS,93,,0,168,0.45,,0,,0,46.92
324,F7037,B6131B,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,240,GGBFS,80,,0,168,0.53,,0,,0,41.063
325,F7037,B6131C,CEM III/A with GGBFS,CEM III/A,32.5N,0.488,210,GGBFS,70,,0,168,0.6,,0,,0,33.764
326,F920,B 1,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,26.225
327,F920,B 2,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,210,fly_ash_bituminous_coal,70,,0,180,0.76,,0,,0,23.076
328,F920,B 3,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,210,fly_ash_bituminous_coal,105,,0,180,0.76,,0,,0,25.029
329,F920,B 4,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,180,fly_ash_bituminous_coal,120,,0,180,0.88,,0,,0,21.888
330,F920,B 5,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,210,fly_ash_bituminous_coal,70,,0,165,0.69,,0,,0,29.168
331,F920,B 6,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,210,fly_ash_bituminous_coal,70,,0,150,0.63,,0,,0,33.362
332,F920,B 7,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,210,fly_ash_bituminous_coal,105,,0,165,0.69,,0,,0,29.782
333,F920,B 8,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,210,fly_ash_bituminous_coal,105,,0,150,0.63,,0,,0,36.879
334,F920,B 9,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,180,fly_ash_bituminous_coal,120,,0,165,0.81,,0,,0,26.2
335,F920,B10,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,180,fly_ash_bituminous_coal,120,,0,150,0.74,,0,,0,31.851
336,F920,B11,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,180,fly_ash_bituminous_coal,90,,0,165,0.81,,0,,0,25.222
337,F920,B12,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,180,fly_ash_bituminous_coal,60,,0,150,0.74,,0,,0,25.763
338,F920,B13,CEM I,CEM I,32.5R,1,280,,0,,0,168,0.6,,0,,0,33.249
339,F920,B14,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,80,,0,165,0.61,,0,,0,31.267
340,F920,B15,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,120,,0,165,0.61,,0,,0,37.91
341,F920,B16,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,210,fly_ash_bituminous_coal,140,,0,165,0.69,,0,,0,29.341
342,F920,B17,CEM I,CEM I,32.5R,1,320,,0,,0,160,0.5,,0,,0,47.71
343,F920,B18,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,80,,0,150,0.55,,0,,0,38.54
344,F920,B19,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,120,,0,150,0.55,,0,,0,42.706
345,F920,B20,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,160,,0,150,0.55,,0,,0,40.962
346,F920,B21,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,192,fly_ash_bituminous_coal,48,,0,180,0.85,,0,,0,21.205
347,F920,B22,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,210,fly_ash_bituminous_coal,70,,0,165,0.69,,0,,0,28.287
348,F920,B23,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,180,fly_ash_bituminous_coal,90,,0,165,0.81,,0,,0,27.22
349,F920,B24,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,224,fly_ash_bituminous_coal,56,,0,165,0.67,,0,,0,30.818
350,F920,B25,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,256,fly_ash_bituminous_coal,64,,0,160,0.57,,0,,0,41.315
351,F920,B26,CEM III/A,CEM III/A,32.5N,0.44,240,,0,,0,180,0.75,,0,,0,23.48
352,F920,B27,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,210,fly_ash_bituminous_coal,70,,0,165,0.69,,0,,0,25.876
353,F920,B28,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,210,fly_ash_bituminous_coal,70,,0,150,0.63,,0,,0,29.991
354,F920,B29,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,210,fly_ash_bituminous_coal,105,,0,165,0.69,,0,,0,27.373
355,F920,B30,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,210,fly_ash_bituminous_coal,105,,0,150,0.63,,0,,0,33.687
356,F920,B31,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,180,fly_ash_bituminous_coal,120,,0,165,0.81,,0,,0,21.999
357,F920,B32,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,180,fly_ash_bituminous_coal,120,,0,150,0.74,,0,,0,29.244
358,F920,B33,CEM III/A,CEM III/A,32.5N,0.44,280,,0,,0,168,0.6,,0,,0,35.381
359,F920,B34,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,240,fly_ash_bituminous_coal,80,,0,165,0.61,,0,,0,31.274
360,F920,B35,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,240,fly_ash_bituminous_coal,120,,0,165,0.61,,0,,0,32.653
361,F920,B36*,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,240,fly_ash_bituminous_coal,140,,0,165,0.61,,0,,0,36.933
362,F920,B37,CEM III/A,CEM III/A,32.5N,0.44,320,,0,,0,160,0.5,,0,,0,40.154
363,F920,B38,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,240,fly_ash_bituminous_coal,80,,0,150,0.55,,0,,0,38.824
364,F920,B39,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.44,240,fly_ash_bituminous_coal,120,,0,150,0.55,,0,,0,38.731
365,F960,M 1.0 a,CEM I,CEM I,42.5R,1,320,,0,,0,160,0.5,,0,,0,54.556
366,F960,M 1.0 b,CEM I,CEM I,42.5R,1,280,,0,,0,168,0.6,,0,,0,43.157
367,F960,M 1.1 a,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,160,0.5,,0,,0,46.184
368,F960,M 1.1 b,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,168,0.6,,0,,0,38.824
369,F960,M 1.2 a,CEM I with GGBFS & fly_ash_bituminous_coal,CEM I,42.5R,1,135,GGBFS,135,fly_ash_bituminous_coal,90,152.8,0.53,,0,,0,43.976
370,F960,M 1.2 b,CEM I with GGBFS & fly_ash_bituminous_coal,CEM I,42.5R,1,135,GGBFS,135,fly_ash_bituminous_coal,90,183.4,0.64,,0,,0,33.856
371,F960,M 2.0 a,CEM II/BS,CEM II/BS,32.5R,0.7,320,,0,,0,160,0.5,,0,,0,41.308
372,F960,M 2.0 b,CEM II/BS,CEM II/BS,32.5R,0.7,280,,0,,0,168,0.6,,0,,0,29.072
373,F960,M 2.1 a,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.7,160,GGBFS,160,,0,160,0.5,,0,,0,39.376
374,F960,M 2.1 b,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.7,140,GGBFS,140,,0,168,0.6,,0,,0,33.304
375,F960,M 2.2 a,CEM II/BS with GGBFS & fly_ash_bituminous_coal,CEM II/BS,32.5R,0.7,135,GGBFS,135,fly_ash_bituminous_coal,90,152.8,0.53,,0,,0,45.448
376,F960,M 2.2 b,CEM II/BS with GGBFS & fly_ash_bituminous_coal,CEM II/BS,32.5R,0.7,135,GGBFS,135,fly_ash_bituminous_coal,90,183.4,0.64,,0,,0,31.464
377,M614,B1min,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.76,180,fly_ash_bituminous_coal,150,,0,170,0.83,,0,,0,19.722
378,M614,B2min,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.76,221,fly_ash_bituminous_coal,151,,0,162,0.65,,0,,0,39.744
379,F925,HSVB1,CEM I with fly_ash_bituminous_coal & SF,CEM I,52.5R,1,360,fly_ash_bituminous_coal,190,SF,35,160,0.36,SP,5.976,,0,115.368
380,F925,HSVB2,CEM I with fly_ash_bituminous_coal & SF,CEM I,52.5R,1,420,fly_ash_bituminous_coal,30,SF,42,160,0.34,SP,13.44,,0,111.78
381,F869,SVB1,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,300,,0,165,0.54,SP,3.105,,0,74.888
382,F869,SVB2,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,300,,0,200,0.65,SP,1.35,,0,57.04
383,F869,SVB3,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,180,,0,165,0.54,SP,4.212,,0,58.512
384,F869,SVB4,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,180,,0,200,0.65,SP,1.998,,0,43.7
385,F881,SVB,CEM I with fly_ash_bituminous_coal,CEM I ,42.5R,1,350,fly_ash_bituminous_coal,250,,0,186,0.47,SP,3.395,,0,69
386,F881,Rüttelbeton,CEM I,CEM I,42.5R,1,430,,0,,0,164,0.38,,0,,0,77.28
